Taxonomy_Product_Type,Brand,SKU,Barcode,Product_Title,Category,Subcategory,Subsubcategory,USP 1,USP 2,Bullet Points,Setup Length (cm),Setup Width (cm),Setup Height (cm),Folded Width (cm),Folded Height (cm),Transport Wheels,Folding Action,User Weight Limit (Kg),Max. Load (Kg),Certification (EN Class),Assembly Required,Adjustment Type,Levels Of Resistance,Footplate Spec,Crank Arm / Stride Length (cm),Flywheel Weight,HP Rating,Seat Height,LCD Backlight,Number Of Programmes,Programmes,Running Belt,Suspension,Speed Range - Distance Measure,Speed Range From,Speed Range To,Incline Level,Speaker Spec,Computer Spec,Handle Spec,Weight Stack (kg),Features,Functions,Batteries Required,Qty. Batteries Required,Mains Power Required,Mains Voltage,Adapter Used,Frame Warranty,Computer Warranty,Brake Warranty,Plastic Warranty,Motor Warranty,Labour Warranty,Image 1,Image 2,Image 3,Image 4,RFE Range,RFE Product Category
Equipment,Reebok,RVON-11650,5055436105411,GR ROWER,Cardio and Fitness Equipment,Rowing Machines,,"The GR  rower is designed for fitness. Utilising a 1.23m rail and 6.5kg flywheel, the ZR Rower provides a smooth action for your workout. Featuring 12 pre-set programmes, heart rate control, race mode and a manual programme, the opportunities for versatile cardio exercise are almost endless. The 16 resistance levels provide you with the platform to adjust your workout easily through the LCD monitor, coupled with a wireless heart monitor to keep track of your heart rate.Rowing machines can help build and tone muscles and greatly improve your cardiovascular performance. The key benefit is also for the back and joints as rowing relieves stress on these areas and provides a low impact workout, but with all the benefits of other cardio workouts.",,,198,48,82,48,148,Yes,Manual Fold,120,,,Yes,Electronic computer control,16,Big footplate with adjustable footplate strap,,6.5,,,No,18,"Manual, Target Time, Target Distance, Heart Rate Control, 12 Preset Programmes, User defined program, Race",,,,,,,NA,Single LCD 126x60mm,"38.6mm, 520L, Round tube + Foam padding",,"Wireless Pulse Receiver, Transport Wheels, Floor Level Adjustment, Foldable, Chest Strap Optional","Speed, Time, Distance, Calories, Strokes per Minute (SPM)",No,,Yes,"220V, 240V",Yes,2 years,2 years,2 years,2 years,2 years,2 years,,,,,Cardio,Rowers
Equipment,Reebok,RE1-11650BKBL,5055436103042,ZR Rower - Black/Blue,Cardio and Fitness Equipment,Rowing Machines,,"The ZR rower is designed for fitness.  Utilising a 1.23m rail and 6.5kg flywheel, the ZR Rower provides a smooth action for your workout.  Featuring 12 pre-set programmes, heart rate control, race mode and a manual programme, the opportunities for versatile cardio exercise are almost endless. The 16 resistance levels provide you with the platform to adjust your workout easily through the LCD monitor, coupled with a wireless heart monitor to keep track of your heart rate.","Rowing machines can help build and tone muscles and greatly improve your cardiovascular performance.  The key benefit is also for the back and joints as rowing relieves stress on these areas and provides a low impact workout, but with all the benefits of other cardio workouts.",,198,48,82,48,148,Yes,Manual Fold,120,,"EN 957-1 - General safety requirement and test methods,EN 957-7 - Rowing machines, additional specific safety requirements and test methods",Yes,Electronic computer control,16,Big footplate with adjustable footplate strap,,6.5,,,No,16,"Manual, Heart Rate Control, 12 Preset Programmes, User defined program, Race",,,,,,,No,131 x 67mm LCD -  model number SM5881-64,"38.6mm dia, 520L, Round tube + Foam padding",,"Wireless Pulse Receiver, Transport Wheels, Floor Level Adjustment, Foldable, 5k Chest Strap Optional","Time, Distance, Calories, Pulse, Heart Rate, Strokes per Minute (SPM), Time/500m",No,,Yes,"220V, 230V AC, 240V",Yes,2 years,2 years,2 years,2 years,N/A,2 years,,,,,Z Series,Rowers
Equipment,Reebok,RE1-11650BKGN,5055436103080,ZR Rower - Black/Green,Cardio and Fitness Equipment,Rowing Machines,,"The ZR rower is designed for fitness.  Utilising a 1.23m rail and 6.5kg flywheel, the ZR Rower provides a smooth action for your workout.  Featuring 12 pre-set programmes, heart rate control, race mode and a manual programme, the opportunities for versatile cardio exercise are almost endless. The 16 resistance levels provide you with the platform to adjust your workout easily through the LCD monitor, coupled with a wireless heart monitor to keep track of your heart rate.","Rowing machines can help build and tone muscles and greatly improve your cardiovascular performance.  The key benefit is also for the back and joints as rowing relieves stress on these areas and provides a low impact workout, but with all the benefits of other cardio workouts.",,198,48,82,48,148.88,Yes,Manual Fold,120,,"EN 957-1 - General safety requirement and test methods,EN 957-7 - Rowing machines, additional specific safety requirements and test methods",Yes,Electronic computer control,16,Big footplate with adjustable footplate strap,,6.5,,,No,16,"Manual, Heart Rate Control, 12 Preset Programmes, User defined program, Race",,,,,,,No,Single LCD 131 x 67mm model number SM5881-64,"38.6mm, 520L, Round tube + Foam padding",,"Wireless Pulse Receiver, Transport Wheels, Floor Level Adjustment, Foldable, 5k Chest Strap Optional","Time, Distance, Calories, Pulse, Heart Rate, Strokes per Minute (SPM), Time/500m",No,,Yes,"220V, 230V AC, 240V",Yes,2 years,2 years,2 years,2 years,,2 years,,,,,Z Series,Rowers
Equipment,Reebok,RE1-11650BKRD,5055436103165,ZR Rower - Black/Red,Cardio and Fitness Equipment,Rowing Machines,,"The ZR rower is designed for fitness.  Utilising a 1.23m rail and 6.5kg flywheel, the ZR Rower provides a smooth action for your workout.  Featuring 12 pre-set programmes, heart rate control, race mode and a manual programme, the opportunities for versatile cardio exercise are almost endless. The 16 resistance levels provide you with the platform to adjust your workout easily through the LCD monitor, coupled with a wireless heart monitor to keep track of your heart rate.","Rowing machines can help build and tone muscles and greatly improve your cardiovascular performance.  The key benefit is also for the back and joints as rowing relieves stress on these areas and provides a low impact workout, but with all the benefits of other cardio workouts.",,198,48,82,48,148,Yes,Manual Fold,120,,"EN 957-1 - General safety requirement and test methods,EN 957-7 - Rowing machines, additional specific safety requirements and test methods",Yes,Electronic computer control,16,Big footplate with adjustable footplate strap,,6.5,,,No,16,"Manual, Heart Rate Control, 12 Preset Programmes, User defined program, Race",,,,,,,No,,"38.6mm dia, 520L, Round tube + Foam padding",,"Wireless Pulse Receiver, Transport Wheels, Floor Level Adjustment, Foldable, 5k Chest Strap Optional","Time, Distance, Calories, Pulse, Heart Rate, Strokes per Minute (SPM), Time/500m",No,,Yes,"220V, 230V AC, 240V",Yes,2 years,2 years,2 years,2 years,,2 years,,,,,Z Series,Rowers
Equipment,Reebok,RE1-11650BKYL,5055436103066,ZR Rower - Black/Yellow,Cardio and Fitness Equipment,Rowing Machines,,"The ZR rower is designed for fitness.  Utilising a 1.23m rail and 6.5kg flywheel, the ZR Rower provides a smooth action for your workout.  Featuring 12 pre-set programmes, heart rate control, race mode and a manual programme, the opportunities for versatile cardio exercise are almost endless. The 16 resistance levels provide you with the platform to adjust your workout easily through the LCD monitor, coupled with a wireless heart monitor to keep track of your heart rate.","Rowing machines can help build and tone muscles and greatly improve your cardiovascular performance.  The key benefit is also for the back and joints as rowing relieves stress on these areas and provides a low impact workout, but with all the benefits of other cardio workouts.",,198,48,82,48,148,Yes,Manual Fold,120,,"EN 957-1 - General safety requirement and test methods,EN 957-7 - Rowing machines, additional specific safety requirements and test methods",Yes,Electronic computer control,16,Big footplate with adjustable footplate strap,,6.5,,,No,16,"Manual, Heart Rate Control, 12 Preset Programmes, User defined program, Race",,,,,,,No,Single LCD 131 x 67mm model number SM5881-64,"38.6mm, 520L, Round tube",,"Wireless Pulse Receiver, Transport Wheels, Floor Level Adjustment, Foldable, 5k Chest Strap Optional","Time, Distance, Calories, Pulse, Heart Rate, Strokes per Minute (SPM), Time/500m",No,,Yes,"220V, 230V AC, 240V",Yes,2 years,2 years,2 years,2 years,,2 years,,,,,Z Series,Rowers
Equipment,Reebok,RE1-11650WHBL,5055436103059,ZR Rower - White/Blue,Cardio and Fitness Equipment,Rowing Machines,,"The ZR rower is designed for fitness.  Utilising a 1.23m rail and 6.5kg flywheel, the ZR Rower provides a smooth action for your workout.  Featuring 12 pre-set programmes, heart rate control, race mode and a manual programme, the opportunities for versatile cardio exercise are almost endless. The 16 resistance levels provide you with the platform to adjust your workout easily through the LCD monitor, coupled with a wireless heart monitor to keep track of your heart rate.","Rowing machines can help build and tone muscles and greatly improve your cardiovascular performance.  The key benefit is also for the back and joints as rowing relieves stress on these areas and provides a low impact workout, but with all the benefits of other cardio workouts.",,198,48,82,48,148,Yes,Manual Fold,120,,"EN 957-1 - General safety requirement and test methods,EN 957-7 - Rowing machines, additional specific safety requirements and test methods",Yes,Electronic computer control,16,Big footplate with adjustable footplate strap,,6.5,,,No,16,"Manual, Heart Rate Control, 12 Preset Programmes, User defined program, Race",,,,,,,No,Single LCD 131 x 67mm model number SM5881-64,"38.6mm, 520L, Round tube",,"Wireless Pulse Receiver, Transport Wheels, Floor Level Adjustment, Foldable, 5k Chest Strap Optional","Time, Distance, Calories, Pulse, Heart Rate, Strokes per Minute (SPM), Time/500m",No,,Yes,"220V, 230V AC, 240V",Yes,2 years,2 years,2 years,2 years,,2 years,,,,,Z Series,Rowers
Equipment,Reebok,RE1-11650WHGN,5055436103097,ZR Rower - White/Green,Cardio and Fitness Equipment,Rowing Machines,,"The ZR rower is designed for fitness.  Utilising a 1.23m rail and 6.5kg flywheel, the ZR Rower provides a smooth action for your workout.  Featuring 12 pre-set programmes, heart rate control, race mode and a manual programme, the opportunities for versatile cardio exercise are almost endless. The 16 resistance levels provide you with the platform to adjust your workout easily through the LCD monitor, coupled with a wireless heart monitor to keep track of your heart rate.","Rowing machines can help build and tone muscles and greatly improve your cardiovascular performance.  The key benefit is also for the back and joints as rowing relieves stress on these areas and provides a low impact workout, but with all the benefits of other cardio workouts.",,198,48,82,48,148,Yes,Manual Fold,120,,"EN 957-1 - General safety requirement and test methods,EN 957-7 - Rowing machines, additional specific safety requirements and test methods",Yes,Electronic computer control,16,Big footplate with adjustable footplate strap,,6.5,,,No,16,"Manual, Heart Rate Control, 12 Preset Programmes, User defined program, Race",,,,,,,No,Single LCD 131 x 67mm model number SM5881-64,"38.6mm, 520L, Round tube",,"Wireless Pulse Receiver, Transport Wheels, Floor Level Adjustment, Foldable, 5k Chest Strap Optional","Time, Distance, Calories, Pulse, Heart Rate, Strokes per Minute (SPM), Time/500m",No,,Yes,"220V, 230V AC, 240V",Yes,2 years,2 years,2 years,2 years,,2 years,,,,,Z Series,Rowers
Equipment,Reebok,RE1-11650WHYL,5055436103073,ZR Rower - White/Yellow,Cardio and Fitness Equipment,Rowing Machines,,"The ZR rower is designed for fitness.  Utilising a 1.23m rail and 6.5kg flywheel, the ZR Rower provides a smooth action for your workout.  Featuring 12 pre-set programmes, heart rate control, race mode and a manual programme, the opportunities for versatile cardio exercise are almost endless. The 16 resistance levels provide you with the platform to adjust your workout easily through the LCD monitor, coupled with a wireless heart monitor to keep track of your heart rate.","Rowing machines can help build and tone muscles and greatly improve your cardiovascular performance.  The key benefit is also for the back and joints as rowing relieves stress on these areas and provides a low impact workout, but with all the benefits of other cardio workouts.",,198,48.88,82,48,148.88,Yes,Manual Fold,120,,"EN 957-1 - General safety requirement and test methods,EN 957-7 - Rowing machines, additional specific safety requirements and test methods",Yes,Electronic computer control,16,Big footplate with adjustable footplate strap,,6.5,,,No,16,"Manual, Heart Rate Control, 12 Preset Programmes, User defined program, Race",,,,,,,No,Single LCD 131 x 67mm model number SM5881-64,"38.6mm, 520L, Round tube",,"Wireless Pulse Receiver, Transport Wheels, Floor Level Adjustment, Foldable, 5k Chest Strap Optional","Time, Distance, Calories, Pulse, Heart Rate, Strokes per Minute (SPM), Time/500m",No,,Yes,"220V, 230V AC, 240V",Yes,2 years,2 years,2 years,2 years,,2 years,,,,,Z Series,Rowers
Equipment,Reebok,RE1-11121BKRD,5055436104087,ZR1 Treadmill,Cardio and Fitness Equipment,Treadmills,,"3 LED window provide 12 pre-set programs and 1 manual + 3 user's manual+3 HRC6-pieces elastic cushions",,,160,80.4,126,80.4,25.5,No,Manual Fold,100,,"EN 957-1 - General safety requirement and test methods,EN 957-6 - Treadmills, additional specific safety requirements and test methods",No,,,,,,1.5,,,,,2525 x 410 x 1.4mm,Rubber cushion deck,KMPH,1,13,Manual Incline - 2 levels,yes,,,,,,No,,Yes,,No,2 years,2 years,2 years,2 years,10 years,2 years,,,,,Z Series,Treadmills
Equipment,Reebok,RE1-11620,5055436103950,ZRLite,Cardio and Fitness Equipment,Treadmills,,,,,176,70.5,118,70.5,25.5,Yes,Soft Drop,110,,"EN 957-1 - General safety requirement and test methods,EN 957-6 - Treadmills, additional specific safety requirements and test methods",Yes,,,,,,1.5,,Yes - Blue,17,"Quick Start, Target Time, Target Distance, Target Calories, 12 Pre-Set Programmes, Target Heart Rate",2760 x 420 x 1.6mm,Rubber cushion deck / Zig cushion (6 cushions),KMPH,1,16,0 to12 levels,Yes,,,,"Suspension System, Quick Speed Keys, Quick Incline Keys, Hand Pulse Sensor, Speakers, Transport Wheels, Foldable","Speed, Time, Distance, Calories, Pulse, Incline",No,,Yes,"220V, 240V",No,,,,,,,,,,,Z Series,Treadmills
Equipment,Reebok,RE1-11700,,Z8 Run Treadmill,Cardio and Fitness Equipment,Treadmills,,"The Reebok ZR8 Treadmil has all the functional benefits of any compact treadmill with the added feature of electronic incline control providing a seamless way to increase the difficulty of your workout.  With a running deck of 126 x 41cm and maximum user weight of 120kg, the ZR8 has more than enough space for an effective workout.Housed within the smooth exterior is a 2.0HP continious motor which offers the ZR8 treamdill speeds between 1-16km/h, a great range for anyone serious about running.  An integral part of our treadmills is the easy fold system which makes having a treadmill at home convenient and safe with the built in soft drop mechanism.","To offer a varied workout the ZR8 has 24 pre-set workout programmes installed, all offering different combinations of incline and speed to help you work different muscle groups and improve overall fitness.  As well as being a fantastic, popular piece of equipment for improving overall cardiovascular health, treadmill running can actually help you tone and strengthen muscles.  With the varied incline levels on all our treadmills, you can work various muscle groups harder than you normally would during an outdoors run.  For that extra challenge we also recommend integrating weights or dumbbells into your training, which also helps tone your arms - something often neglected during running.",,165,74,143,74,143,Yes,Soft Drop,120,,"EN 957-1 - General safety requirement and test methods,EN 957-6 - Treadmills, additional specific safety requirements and test methods",Yes,,,,,,2,,No,32,"Quick Start, Target Time, Target Distance, Target Calories, 24 Pre-Set Programmes, Bodyfat, 3 User defined programmes",2660 × 410 × 1.6mm,Rubber cushion deck / 6 zig cushion,KMPH,1,16,12 level electronic incline,Yes - 3W,3 LED windows,,,"Suspension System, Quick Speed Keys, Quick Incline Keys, Hand Pulse Sensor, iPod Connectivity (via wire), Speakers, Water Bottle Holder, Transport Wheels, Floor Level Adjustment, Foldable",,No,,Yes,"220V, 230V AC, 240V",No,2 years,2 years,2 years,2 years,10 years,2 years,,,,,Z Series,Treadmills
Equipment,Reebok,RE1-11721BK,5055436102816,ZR7 Treadmill - Black/Orange,Cardio and Fitness Equipment,Treadmills,,"The Reebok ZR7 Treadmill is the ideal way to get into home fitness. Offering a decent sized running deck of 126 x 41cm with a 1.5HP motor, the ZR7 can handle a good amount of constant exercise.  With the easy fold system, the ZR7 provides a compact solution to owning a treadmill at home, positioning itself as one of the best compact treadmills around.  The LED window console display helps you keep track of a number of functions including time, distance, calories and your heart rate.  With a maximum speed of 13km/h, 2 manually adjusted incline levels and 24 pre-set programmes, there are many options for a varied workout to focus on different muscle groups or overall cardiovascular fitness.","As well as being a fantastic, popular piece of equipment for improving overall cardiovascular health, treadmill running can actually help you tone and strengthen muscles.  With the varied incline levels on all our treadmills, you can work various muscle groups harder than you normally would during an outdoors run.  For that extra challenge we also recommend integrating weights or dumbbells into your training, which also helps tone your arms - something often neglected during running.",,163,76,142,76,143,Yes,Soft Drop,120,,"EN 957-1 - General safety requirement and test methods,EN 957-6 - Treadmills, additional specific safety requirements and test methods",Yes,,,,,,1.5,,No,32,"Quick Start, Target Time, Target Distance, Target Calories, 24 Pre-Set Programmes, Bodyfat, 3 User defined programmes",2660 × 410 × 1.6mm,Rubber cushion deck / zig cushion (6 cushions),KMPH,1,13,2 level manual incline,No,3 LED windows,,,"Suspension System, Quick Speed Keys, Hand Pulse Sensor, Water Bottle Holder, Transport Wheels, Floor Level Adjustment, Foldable","Speed, Time, Distance, Calories, Pulse, Heart Rate",No,,Yes,"220V, 230V AC, 240V",No,2 years,2 years,2 years,2 years,10 years,2 years,,,,,Z Series,Treadmills
Equipment,Reebok,RE1-11721GN,5055436103219,ZR7 Treadmill - Black/Green,Cardio and Fitness Equipment,Treadmills,,"The Reebok ZR7 Treadmill is the ideal way to get into home fitness. Offering a decent sized running deck of 126 x 41cm with a 1.5HP motor, the ZR7 can handle a good amount of constant exercise.  With the easy fold system, the ZR7 provides a compact solution to owning a treadmill at home, positioning itself as one of the best compact treadmills around.  The LED window console display helps you keep track of a number of functions including time, distance, calories and your heart rate.  With a maximum speed of 13km/h, 2 manually adjusted incline levels and 24 pre-set programmes, there are many options for a varied workout to focus on different muscle groups or overall cardiovascular fitness.","As well as being a fantastic, popular piece of equipment for improving overall cardiovascular health, treadmill running can actually help you tone and strengthen muscles.  With the varied incline levels on all our treadmills, you can work various muscle groups harder than you normally would during an outdoors run.  For that extra challenge we also recommend integrating weights or dumbbells into your training, which also helps tone your arms - something often neglected during running.",,163,76,142,76,143,Yes,Soft Drop,120,,"EN 957-1 - General safety requirement and test methods,EN 957-6 - Treadmills, additional specific safety requirements and test methods",Yes,,,,,,1.5,,No,32,"Quick Start, Target Time, Target Distance, Target Calories, 24 Pre-Set Programmes, Bodyfat, 3 User defined programmes",2660 × 410 × 1.6mm,Rubber cushion deck / zig cushion (6 cushions),KMPH,1,13,2 level manual incline,No,3 LED windows,,,"Suspension System, Quick Speed Keys, Hand Pulse Sensor, Water Bottle Holder, Transport Wheels, Floor Level Adjustment, Foldable","Speed, Time, Distance, Calories, Pulse, Heart Rate",No,,Yes,"220V, 230V AC, 240V",No,2 years,2 years,2 years,2 years,10 years,2 years,4-zr7-treadmill.jpg,4-zr7-treadmill-folded.jpg,,,Z Series,Treadmills
Equipment,Reebok,RE1-11721PL,5055436103851,ZR7 Treadmill - Black/Purple,Cardio and Fitness Equipment,Treadmills,,"The Reebok ZR7 Treadmill is the ideal way to get into home fitness. Offering a decent sized running deck of 126 x 41cm with a 1.5HP motor, the ZR7 can handle a good amount of constant exercise. With the easy fold system, the ZR7 provides a compact solution to owning a treadmill at home, positioning itself as one of the best compact treadmills around. The LED window console display helps you keep track of a number of functions including time, distance, calories and your heart rate. With a maximum speed of 13km/h, 2 manually adjusted incline levels and 24 pre-set programmes, there are many options for a varied workout to focus on different muscle groups or overall cardiovascular fitness.","As well as being a fantastic, popular piece of equipment for improving overall cardiovascular health, treadmill running can actually help you tone and strengthen muscles. With the varied incline levels on all our treadmills, you can work various muscle groups harder than you normally would during an outdoors run. For that extra challenge we also recommend integrating weights or dumbbells into your training, which also helps tone your arms - something often neglected during running",,163,76,142,76,143,Yes,Soft Drop,120,,"EN 957-1 - General safety requirement and test methods,EN 957-6 - Treadmills, additional specific safety requirements and test methods",Yes,,,,,,1.5,,No,30,"Quick Start, Target Time, Target Distance, Target Calories, 24 Pre-Set Programmes, Fat Burning, Random",2660 x 410 x 1.6mm,Rubber cushion deck / Zig cushion (6 cushions),KMPH,1,13,Manual Incline - 2 levels,No,3 LED Windows,,,"Suspension System, Quick Speed Keys, Hand Pulse Sensor","Speed, Time, Distance, Calories, Pulse, Heart Rate, Chart Profile",No,,Yes,"220V, 240V",No,2 years,2 years,2 years,2 years,10 years,2 years,,,,,Z Series,Treadmills
Equipment,Reebok,RE1-11721WH,5055436102823,ZR7 Treadmill - White/Orange,Cardio and Fitness Equipment,Treadmills,,"The Reebok ZR7 Treadmill is the ideal way to get into home fitness. Offering a decent sized running deck of 126 x 41cm with a 1.5HP motor, the ZR7 can handle a good amount of constant exercise.  With the easy fold system, the ZR7 provides a compact solution to owning a treadmill at home, positioning itself as one of the best compact treadmills around.  The LED window console display helps you keep track of a number of functions including time, distance, calories and your heart rate.  With a maximum speed of 13km/h, 2 manually adjusted incline levels and 24 pre-set programmes, there are many options for a varied workout to focus on different muscle groups or overall cardiovascular fitness.","As well as being a fantastic, popular piece of equipment for improving overall cardiovascular health, treadmill running can actually help you tone and strengthen muscles.  With the varied incline levels on all our treadmills, you can work various muscle groups harder than you normally would during an outdoors run.  For that extra challenge we also recommend integrating weights or dumbbells into your training, which also helps tone your arms - something often neglected during running.",,163,76,142,76,143,Yes,Soft Drop,120,,"EN 957-1 - General safety requirement and test methods,EN 957-6 - Treadmills, additional specific safety requirements and test methods",Yes,,,,,,1.5,,No,32,"Quick Start, Target Time, Target Distance, Target Calories, 24 Pre-Set Programmes, Bodyfat, 3 User defined programmes",2660 × 410 × 1.6mm,Rubber cushion deck / 6 zig cushion,KMPH,1,13,2 level manual incline,No,3 LED windows,,,"Suspension System, Quick Speed Keys, Hand Pulse Sensor, Water Bottle Holder, Transport Wheels, Floor Level Adjustment, Foldable","Speed, Time, Distance, Calories, Pulse",No,,Yes,"220V, 230V AC, 240V",No,2 years,2 years,2 years,2 years,10 years,2 years,,,,,Z Series,Treadmills
Equipment,Reebok,RE1-11820BK,5055436102878,ZR8 Treadmill - Black/Yellow,Cardio and Fitness Equipment,Treadmills,,"The Reebok ZR8 Treadmil has all the functional benefits of any compact treadmill with the added feature of electronic incline control providing a seamless way to increase the difficulty of your workout.  With a running deck of 126 x 41cm and maximum user weight of 120kg, the ZR8 has more than enough space for an effective workout.Housed within the smooth exterior is a 2.0HP motor which offers the ZR8 treamdill speeds between 1-16km/h, a great range for anyone serious about running.  An integral part of our treadmills is the easy fold system which makes having a treadmill at home convenient and safe with the built in soft drop mechanism.","To offer a varied workout the ZR8 has 24 pre-set workout programmes installed, all offering different combinations of incline and speed to help you work different muscle groups and improve overall fitness.  As well as being a fantastic, popular piece of equipment for improving overall cardiovascular health, treadmill running can actually help you tone and strengthen muscles.  With the varied incline levels on all our treadmills, you can work various muscle groups harder than you normally would during an outdoors run.  For that extra challenge we also recommend integrating weights or dumbbells into your training, which also helps tone your arms - something often neglected during running.",,165,74,143,74,143,Yes,Soft Drop,120,,"EN 957-1 - General safety requirement and test methods,EN 957-6 - Treadmills, additional specific safety requirements and test methods",Yes,,,,,,2,,No,32,"Quick Start, Target Time, Target Distance, Target Calories, 24 Pre-Set Programmes, Bodyfat, 3 User defined programmes",2660 × 410 × 1.6mm,Rubber cushion deck / 6 zig cushion,KMPH,1,16,12 level electronic incline,Yes - 3W,3 LED windows,,,"Suspension System, Quick Speed Keys, Quick Incline Keys, Hand Pulse Sensor, iPod Connectivity (via wire), Speakers, Water Bottle Holder, Transport Wheels, Floor Level Adjustment, Foldable","Speed, Time, Distance, Calories, Pulse, Incline",No,,Yes,"220V, 230V AC, 240V",No,2 years,2 years,2 years,2 years,10 years,2 years,4-zr8-treadmill-console.jpg,,,,Z Series,Treadmills
Equipment,Reebok,RE1-11820RD,5055436103240,ZR8 Treadmill - Black/Red,Cardio and Fitness Equipment,Treadmills,,"The Reebok ZR8 Treadmil has all the functional benefits of any compact treadmill with the added feature of electronic incline control providing a seamless way to increase the difficulty of your workout.  With a running deck of 126 x 41cm and maximum user weight of 120kg, the ZR8 has more than enough space for an effective workout.","To offer a varied workout the ZR8 has 24 pre-set workout programmes installed, all offering different combinations of incline and speed to help you work different muscle groups and improve overall fitness.  As well as being a fantastic, popular piece of equipment for improving overall cardiovascular health, treadmill running can actually help you tone and strengthen muscles.  With the varied incline levels on all our treadmills, you can work various muscle groups harder than you normally would during an outdoors run.  For that extra challenge we also recommend integrating weights or dumbbells into your training, which also helps tone your arms - something often neglected during running.",,165.4,74,143,74,143,Yes,Soft Drop,120,,"EN 957-1 - General safety requirement and test methods,EN 957-6 - Treadmills, additional specific safety requirements and test methods",Yes,,,,,,2,,No,32,"Quick Start, Target Time, Target Distance, Target Calories, 24 Pre-Set Programmes, Bodyfat, 3 User defined programmes",2660 × 410 × 1.6mm,Rubber cushion deck / zig cushion (6 cushions),KMPH,1,16,12 level electronic incline,Yes - 3W,3 LED windows,,,"Suspension System, Quick Speed Keys, Quick Incline Keys, Hand Pulse Sensor, iPod Connectivity (via wire), Speakers, Water Bottle Holder, Transport Wheels, Floor Level Adjustment, Foldable","Speed, Time, Distance, Calories, Pulse, Incline",No,,Yes,"220V, 230V AC, 240V",No,2 years,2 years,2 years,2 years,10 years,2 years,4-re1-11820rd-zr8-side-fold.jpg,4-re1-11820rd-zr8-3qtr-rear-right.jpg,,,Z Series,Treadmills
Equipment,Reebok,RE1-11820WH,5055436102885,ZR8 Treadmill - White/Yellow,Cardio and Fitness Equipment,Treadmills,,"The Reebok ZR8 Treadmil has all the functional benefits of any compact treadmill with the added feature of electronic incline control providing a seamless way to increase the difficulty of your workout.  With a running deck of 126 x 41cm and maximum user weight of 120kg, the ZR8 has more than enough space for an effective workout.Housed within the smooth exterior is a 2.0HP motor which offers the ZR8 treamdill speeds between 1-16km/h, a great range for anyone serious about running.  An integral part of our treadmills is the easy fold system which makes having a treadmill at home convenient and safe with the built in soft drop mechanism.","To offer a varied workout the ZR8 has 24 pre-set workout programmes installed, all offering different combinations of incline and speed to help you work different muscle groups and improve overall fitness.  As well as being a fantastic, popular piece of equipment for improving overall cardiovascular health, treadmill running can actually help you tone and strengthen muscles.  With the varied incline levels on all our treadmills, you can work various muscle groups harder than you normally would during an outdoors run.  For that extra challenge we also recommend integrating weights or dumbbells into your training, which also helps tone your arms - something often neglected during running.",,165,74,143,74,143,Yes,Soft Drop,120,,"EN 957-1 - General safety requirement and test methods,EN 957-6 - Treadmills, additional specific safety requirements and test methods",Yes,,,,,,2,,No,32,"Quick Start, Target Time, Target Distance, Target Calories, 24 Pre-Set Programmes, Bodyfat, 3 User defined programmes",2660 × 410 × 1.6mm,Rubber cushion deck / 6 zig cushion,KMPH,1,16,12 level electronic incline,Yes - 3W,3 LED windows,,,"Suspension System, Quick Speed Keys, Quick Incline Keys, Hand Pulse Sensor, iPod Connectivity (via wire), Speakers, Water Bottle Holder, Transport Wheels, Floor Level Adjustment, Foldable","Speed, Time, Distance, Calories, Pulse, Incline",No,,Yes,"220V, 230V AC, 240V",No,2 years,2 years,2 years,2 years,10 years,2 years,,,,,Z Series,Treadmills
Equipment,Reebok,RE1-11825WH,,Z8 Plus Treadmill - White/Yellow,Cardio and Fitness Equipment,Treadmills,,"The Reebok ZR8 Treadmil has all the functional benefits of any compact treadmill with the added feature of electronic incline control providing a seamless way to increase the difficulty of your workout.  With a running deck of 126 x 41cm and maximum user weight of 120kg, the ZR8 has more than enough space for an effective workout.Housed within the smooth exterior is a 2.0HP motor which offers the ZR8 treamdill speeds between 1-16km/h, a great range for anyone serious about running.  An integral part of our treadmills is the easy fold system which makes having a treadmill at home convenient and safe with the built in soft drop mechanism.","To offer a varied workout the ZR8 has 24 pre-set workout programmes installed, all offering different combinations of incline and speed to help you work different muscle groups and improve overall fitness.  As well as being a fantastic, popular piece of equipment for improving overall cardiovascular health, treadmill running can actually help you tone and strengthen muscles.  With the varied incline levels on all our treadmills, you can work various muscle groups harder than you normally would during an outdoors run.  For that extra challenge we also recommend integrating weights or dumbbells into your training, which also helps tone your arms - something often neglected during running.",,165,74,143,74,143,Yes,Soft Drop,120,,"EN 957-1 - General safety requirement and test methods,EN 957-6 - Treadmills, additional specific safety requirements and test methods",Yes,,,,,,2,,No,32,"Quick Start, Target Time, Target Distance, Target Calories, 24 Pre-Set Programmes, Bodyfat, 3 User defined programmes",2660 × 410 × 1.6mm,Rubber cushion deck / 6 zig cushion,KMPH,1,16,12 level electronic incline,Yes - 3W,3 LED windows,,,"Suspension System, Quick Speed Keys, Quick Incline Keys, Hand Pulse Sensor, iPod Connectivity (via wire), Speakers, Water Bottle Holder, Transport Wheels, Floor Level Adjustment, Foldable",,No,,Yes,"220V, 230V AC, 240V",No,2 years,2 years,2 years,2 years,10 years,2 years,,,,,Z Series,Treadmills
